x   y   class
 1.00000	 0.00000	0.0
-1.00000	-0.00000	1.0
 0.00000	 1.00000	2.0
-0.00000	-1.00000	3.0
 0.99040	 0.09755	0.0
-0.99040	-0.09755	1.0
-0.09755	 0.99040	2.0
 0.09755	-0.99040	3.0
 0.97135	 0.19321	0.0
-0.97135	-0.19321	1.0
-0.19321	 0.97135	2.0
 0.19321	-0.97135	3.0
 0.94314	 0.28610	0.0
-0.94314	-0.28610	1.0
-0.28610	 0.94314	2.0
 0.28610	-0.94314	3.0
 0.90611	 0.37532	0.0
-0.90611	-0.37532	1.0
-0.37532	 0.90611	2.0
 0.37532	-0.90611	3.0
 0.86072	 0.46007	0.0
-0.86072	-0.46007	1.0
-0.46007	 0.86072	2.0
 0.46007	-0.86072	3.0
 0.80748	 0.53954	0.0
-0.80748	-0.53954	1.0
-0.53954	 0.80748	2.0
 0.53954	-0.80748	3.0
 0.74700	 0.61304	0.0
-0.74700	-0.61304	1.0
-0.61304	 0.74700	2.0
 0.61304	-0.74700	3.0
 0.67991	 0.67991	0.0
-0.67991	-0.67991	1.0
-0.67991	 0.67991	2.0
 0.67991	-0.67991	3.0
 0.60694	 0.73956	0.0
-0.60694	-0.73956	1.0
-0.73956	 0.60694	2.0
 0.73956	-0.60694	3.0
 0.52886	 0.79150	0.0
-0.52886	-0.79150	1.0
-0.79150	 0.52886	2.0
 0.79150	-0.52886	3.0
 0.44647	 0.83528	0.0
-0.44647	-0.83528	1.0
-0.83528	 0.44647	2.0
 0.83528	-0.44647	3.0
 0.36061	 0.87058	0.0
-0.36061	-0.87058	1.0
-0.87058	 0.36061	2.0
 0.87058	-0.36061	3.0
 0.27214	 0.89713	0.0
-0.27214	-0.89713	1.0
-0.89713	 0.27214	2.0
 0.89713	-0.27214	3.0
 0.18196	 0.91477	0.0
-0.18196	-0.91477	1.0
-0.91477	 0.18196	2.0
 0.91477	-0.18196	3.0
 0.09095	 0.92342	0.0
-0.09095	-0.92342	1.0
-0.92342	 0.09095	2.0
 0.92342	-0.09095	3.0
 0.00000	 0.92308	0.0
-0.00000	-0.92308	1.0
-0.92308	 0.00000	2.0
 0.92308	-0.00000	3.0
-0.09001	 0.91385	0.0
 0.09001	-0.91385	1.0
-0.91385	-0.09001	2.0
 0.91385	 0.09001	3.0
-0.17821	 0.89591	0.0
 0.17821	-0.89591	1.0
-0.89591	-0.17821	2.0
 0.89591	 0.17821	3.0
-0.26377	 0.86953	0.0
 0.26377	-0.86953	1.0
-0.86953	-0.26377	2.0
 0.86953	 0.26377	3.0
-0.34589	 0.83504	0.0
 0.34589	-0.83504	1.0
-0.83504	-0.34589	2.0
 0.83504	 0.34589	3.0
-0.42380	 0.79288	0.0
 0.42380	-0.79288	1.0
-0.79288	-0.42380	2.0
 0.79288	 0.42380	3.0
-0.49681	 0.74353	0.0
 0.49681	-0.74353	1.0
-0.74353	-0.49681	2.0
 0.74353	 0.49681	3.0
-0.56424	 0.68753	0.0
